datetime,MAIN,SIDE,SOUP,DESSERT,SALAD,BOTTLE,DRINK,ICE_CREAM,SWEETS_N_SNACKS,BAKED_GOOD,CONDIMENT,FRUIT,ALCOHOL,OTHER,TOTAL_SALES
2023-01-13 12:15:00,75,19,0,34,24,24,0,0,0,0,1,0,0,0,177
2023-01-13 12:30:00,76,19,0,36,36,29,0,0,0,0,1,0,0,0,197
2023-01-13 12:45:00,64,9,0,31,28,12,0,0,0,0,0,0,0,0,144
2023-01-13 13:00:00,73,17,0,16,31,16,0,0,0,0,1,0,0,0,154
2023-01-13 13:15:00,63,10,0,22,30,15,0,0,0,0,1,0,0,0,141
2023-01-13 13:30:00,72,16,0,21,20,16,0,0,0,0,1,0,0,0,146
2023-01-13 13:45:00,47,7,0,10,5,16,0,0,0,0,0,0,0,0,85
2023-01-13 14:00:00,27,7,0,8,10,5,0,0,0,0,0,0,0,0,57
2023-01-16 11:30:00,54,36,8,18,10,10,0,0,0,0,0,0,0,0,136
2023-01-16 11:45:00,88,62,14,27,16,16,0,0,0,0,0,0,0,0,223
2023-01-16 12:00:00,75,53,7,28,13,19,0,0,0,0,0,0,0,0,195
2023-01-16 12:15:00,51,43,11,24,20,10,0,0,0,0,0,0,0,0,159
2023-01-16 12:30:00,78,66,13,31,27,24,0,0,0,0,0,0,0,0,239
2023-01-16 12:45:00,41,32,9,12,14,10,0,0,0,0,0,0,0,0,118
2023-01-16 13:00:00,65,54,8,19,15,13,0,0,0,0,0,0,0,0,174
2023-01-16 13:15:00,42,40,12,21,8,16,0,0,0,1,0,0,0,0,140
2023-01-16 13:30:00,46,38,8,13,9,12,0,0,0,0,0,0,0,0,126
2023-01-16 13:45:00,59,43,12,21,20,15,0,0,0,0,0,0,0,0,170
2023-01-16 14:00:00,25,12,1,9,5,1,0,0,0,0,0,0,0,0,53
2023-01-17 11:30:00,87,60,0,15,22,16,0,0,0,0,1,0,0,0,201
2023-01-17 11:45:00,87,71,0,19,22,12,0,0,0,0,1,0,0,0,212
2023-01-17 12:00:00,110,108,0,14,23,20,0,0,0,0,2,0,0,0,277
2023-01-17 12:15:00,74,74,0,17,27,12,0,0,0,0,2,0,0,0,206
2023-01-17 12:30:00,58,50,0,11,20,16,0,0,0,0,1,0,0,0,156
2023-01-17 12:45:00,79,69,0,16,19,20,0,0,0,0,1,0,0,0,204
2023-01-17 13:00:00,71,50,0,10,22,17,0,0,0,0,1,0,0,0,171
2023-01-17 13:15:00,97,94,0,18,29,18,0,0,0,0,2,0,0,0,258
2023-01-17 13:30:00,83,69,0,15,25,16,0,0,0,0,2,0,0,0,210
2023-01-17 13:45:00,78,60,0,15,22,18,0,0,0,0,1,0,0,0,194
2023-01-17 14:00:00,11,8,0,3,2,4,0,0,0,0,0,0,0,0,28
2023-01-18 11:30:00,49,36,10,28,12,13,0,0,0,1,0,0,0,0,149
2023-01-18 11:45:00,79,80,36,29,20,20,0,0,0,3,0,0,0,0,267
2023-01-18 12:00:00,70,69,24,33,18,19,0,0,0,2,0,0,0,0,235
2023-01-18 12:15:00,68,82,38,28,20,27,0,0,0,3,0,0,0,0,266
2023-01-18 12:30:00,43,42,19,17,10,22,0,0,0,1,0,0,0,0,154
2023-01-18 12:45:00,59,42,11,21,25,17,0,0,0,0,0,0,0,0,175
2023-01-18 13:00:00,55,58,21,22,22,23,0,0,0,1,0,0,0,0,202
2023-01-18 13:15:00,65,45,13,16,17,27,0,0,0,0,0,0,0,0,183
2023-01-18 13:30:00,52,40,14,9,9,19,0,0,0,1,0,0,0,0,144
2023-01-18 13:45:00,31,38,11,2,10,6,0,0,0,0,0,0,0,0,98
2023-01-18 14:00:00,7,6,3,4,6,0,0,0,0,0,0,0,0,0,26
2023-01-19 11:30:00,77,38,0,27,20,22,0,0,0,0,1,0,0,0,185
2023-01-19 11:45:00,71,34,0,18,17,19,0,0,0,0,1,0,0,0,160
2023-01-19 12:00:00,81,39,0,33,24,20,0,0,0,0,1,0,0,0,198
2023-01-19 12:15:00,87,30,0,43,27,28,0,0,0,0,1,0,0,0,216
2023-01-19 12:30:00,110,71,0,47,29,27,0,0,0,0,1,0,0,0,285
2023-01-19 12:45:00,85,50,0,20,26,31,0,0,0,0,1,0,0,0,213
2023-01-19 13:00:00,131,80,0,23,40,45,0,0,0,0,2,0,0,0,321
2023-01-19 13:15:00,93,44,0,17,27,30,0,0,0,0,1,0,0,0,212
2023-01-19 13:30:00,79,46,0,8,33,19,0,0,0,0,2,0,0,0,187
2023-01-19 13:45:00,63,28,0,12,20,21,0,0,0,0,1,0,0,0,145
2023-01-19 14:00:00,18,13,0,9,1,3,0,0,0,0,0,0,0,0,44
2023-01-20 11:30:00,49,51,0,14,13,12,0,0,0,0,1,0,0,0,140
2023-01-20 11:45:00,47,23,0,15,9,6,0,0,0,0,0,0,0,0,100
2023-01-20 12:00:00,57,41,0,17,18,14,0,0,0,0,1,0,0,0,148
2023-01-20 12:15:00,50,43,0,15,17,13,0,0,0,0,1,0,0,0,139
2023-01-20 12:30:00,72,44,0,11,34,16,0,0,0,0,1,0,0,0,178
2023-01-20 12:45:00,68,38,0,21,14,15,0,0,0,0,1,0,0,0,157
2023-01-20 13:00:00,78,41,0,19,13,20,0,0,0,0,1,0,0,0,172
2023-01-20 13:15:00,60,50,0,12,23,10,0,0,0,0,1,0,0,0,156
2023-01-20 13:30:00,37,29,0,12,8,11,0,0,0,0,0,0,0,0,97
2023-01-20 13:45:00,41,34,0,10,9,9,0,0,0,0,1,0,0,0,104
2023-01-20 14:00:00,4,2,0,0,1,1,0,0,0,0,0,0,0,0,8
2023-01-23 11:30:00,54,58,6,16,22,15,0,0,0,0,1,0,0,0,172
2023-01-23 11:45:00,71,68,6,26,32,13,0,0,0,0,1,0,0,0,217
2023-01-23 12:00:00,95,115,15,37,39,21,0,0,0,0,1,0,0,0,323
2023-01-23 12:15:00,98,102,11,30,54,24,0,0,0,0,1,0,0,0,320
2023-01-23 12:30:00,63,87,12,28,36,18,0,0,0,0,1,0,0,0,245
2023-01-23 12:45:00,56,81,6,24,35,20,0,0,0,0,1,0,0,0,223
2023-01-23 13:00:00,53,81,13,25,32,14,0,0,0,0,0,0,0,0,218
2023-01-23 13:15:00,58,46,7,15,22,22,0,0,0,0,0,0,0,0,170
2023-01-23 13:30:00,50,48,5,10,24,15,0,0,0,0,1,0,0,0,153
2023-01-23 13:45:00,36,31,3,10,9,13,0,0,0,0,0,0,0,0,102
2023-01-23 14:00:00,18,21,3,6,10,6,0,0,0,0,0,0,0,0,64
2023-01-24 11:30:00,106,49,0,28,25,29,0,0,0,0,1,0,0,0,238
2023-01-24 11:45:00,103,29,0,19,24,19,0,0,0,0,1,0,0,0,195
2023-01-24 12:00:00,131,52,0,34,38,31,0,0,0,0,2,0,0,0,288
2023-01-24 12:15:00,109,46,0,32,43,25,0,0,0,0,2,0,0,0,257
2023-01-24 12:30:00,106,49,0,30,34,27,0,0,0,0,1,0,0,0,247
2023-01-24 12:45:00,76,32,0,20,22,13,0,0,0,0,1,0,0,0,164
2023-01-24 13:00:00,96,44,0,26,25,25,0,0,0,0,1,0,0,0,217
2023-01-24 13:15:00,96,29,0,29,25,23,0,0,0,0,1,0,0,0,203
2023-01-24 13:30:00,94,39,0,26,16,14,0,0,0,0,1,0,0,0,190
2023-01-24 13:45:00,49,17,0,20,21,7,0,0,0,0,0,0,0,0,114
2023-01-24 14:00:00,7,1,0,1,1,0,0,0,0,0,0,0,0,0,10
2023-01-25 11:30:00,31,72,30,15,12,17,0,0,0,2,0,0,0,0,179
2023-01-25 11:45:00,43,83,38,32,29,12,0,0,0,3,0,0,0,0,240
2023-01-25 12:00:00,62,100,47,44,26,27,0,0,0,4,0,0,0,0,310
2023-01-25 12:15:00,65,79,28,43,18,22,0,0,0,2,0,0,0,0,257
2023-01-25 12:30:00,68,109,36,34,31,33,0,0,0,2,0,0,0,0,313
2023-01-25 12:45:00,59,75,24,28,24,12,0,0,0,1,0,0,0,0,223
2023-01-25 13:00:00,44,52,34,18,11,26,0,0,0,3,0,0,0,0,188
2023-01-25 13:15:00,59,73,29,21,16,25,0,0,0,2,0,0,0,0,225
2023-01-25 13:30:00,62,40,0,20,12,11,0,0,0,0,1,0,0,0,146
2023-01-25 13:45:00,45,42,0,14,10,7,0,0,0,0,1,0,0,0,119
2023-01-25 14:00:00,23,15,0,4,4,2,0,0,0,0,0,0,0,0,48
2023-01-26 11:30:00,68,28,0,11,15,27,0,0,0,0,1,0,0,0,150
2023-01-26 11:45:00,58,42,0,7,5,30,0,0,0,0,1,0,0,0,143
2023-01-26 12:00:00,78,60,0,23,24,28,0,0,0,0,1,0,0,0,214
2023-01-26 12:15:00,83,39,0,13,17,34,0,0,0,0,1,0,0,0,187
2023-01-26 12:30:00,103,69,0,37,20,44,0,0,0,0,1,0,0,0,274
2023-01-26 12:45:00,86,47,0,24,24,33,0,0,0,0,1,0,0,0,215
2023-01-26 13:00:00,99,49,0,23,25,36,0,0,0,0,1,0,0,0,233
2023-01-26 13:15:00,84,42,0,21,13,29,0,0,0,0,1,0,0,0,190
2023-01-26 13:30:00,97,49,0,23,27,36,0,0,0,0,1,0,0,0,233
2023-01-26 13:45:00,62,31,0,11,12,19,0,0,0,0,1,0,0,0,136
2023-01-26 14:00:00,27,17,0,11,7,4,0,0,0,0,0,0,0,0,66
2023-01-27 11:30:00,47,23,6,22,13,30,0,0,0,0,0,0,0,0,141
2023-01-27 11:45:00,53,24,1,30,19,31,0,0,0,0,0,0,0,0,158
2023-01-27 12:00:00,55,31,1,24,21,30,0,0,0,0,1,0,0,0,163
2023-01-27 12:15:00,60,25,3,28,19,36,0,0,0,0,0,0,0,0,171
2023-01-27 12:30:00,78,52,12,47,38,36,0,0,0,0,0,0,0,0,263
2023-01-27 12:45:00,47,25,2,18,11,24,0,0,0,0,0,0,0,0,127
2023-01-27 13:00:00,38,32,8,23,12,20,0,0,0,0,0,0,0,0,133
2023-01-27 13:15:00,36,25,11,21,9,21,0,0,0,1,0,0,0,0,124
2023-01-27 13:30:00,31,16,2,18,8,10,0,0,0,0,0,0,0,0,85
2023-01-27 13:45:00,31,21,4,8,14,15,0,0,0,0,0,0,0,0,93
2023-01-30 11:30:00,77,41,0,18,25,22,0,0,0,0,1,0,0,0,184
2023-01-30 11:45:00,64,28,0,14,14,19,0,0,0,0,1,0,0,0,140
2023-01-30 12:00:00,102,38,0,25,34,32,0,0,0,0,1,0,0,0,232
2023-01-30 12:15:00,85,42,0,18,27,35,0,0,0,0,1,0,0,0,208
2023-01-30 12:30:00,104,57,0,18,46,22,0,0,0,0,2,0,0,0,249
2023-01-30 12:45:00,93,36,0,27,33,21,0,0,0,0,1,0,0,0,211
2023-01-30 13:00:00,89,34,0,18,27,27,0,0,0,0,1,0,0,0,196
2023-01-30 13:15:00,70,32,0,27,15,14,0,0,0,0,1,0,0,0,159
2023-01-30 13:30:00,45,24,0,13,18,6,0,0,0,0,1,0,0,0,107
2023-01-30 13:45:00,46,30,0,11,14,6,0,0,0,0,1,0,0,0,108
2023-01-30 14:00:00,14,8,0,2,4,3,0,0,0,0,0,0,0,0,31
2023-01-31 11:30:00,84,33,0,35,22,27,0,0,0,0,1,0,0,0,202
2023-01-31 11:45:00,74,23,0,23,11,20,0,0,0,0,0,0,0,0,151
2023-01-31 12:00:00,125,59,0,50,35,39,0,0,0,0,1,0,0,0,309
2023-01-31 12:15:00,101,47,0,33,27,31,0,0,0,0,1,0,0,0,240
2023-01-31 12:30:00,106,46,0,36,24,34,0,0,0,0,1,0,0,0,247
2023-01-31 12:45:00,84,37,0,30,24,25,0,0,0,0,1,0,0,0,201
2023-01-31 13:00:00,113,58,0,51,15,29,0,0,0,0,1,0,0,0,267
2023-01-31 13:15:00,90,21,0,33,17,26,0,0,0,0,1,0,0,0,188
2023-01-31 13:30:00,82,28,0,21,12,20,0,0,0,0,1,0,0,0,164
2023-01-31 13:45:00,59,23,0,11,26,19,0,0,0,0,1,0,0,0,139
2023-01-31 14:00:00,14,7,0,6,2,6,0,0,0,0,0,0,0,0,35
2023-02-01 11:30:00,32,95,42,18,8,19,0,0,0,3,0,0,0,0,217
2023-02-01 11:45:00,54,77,18,20,17,21,0,0,0,1,0,0,0,0,208
2023-02-01 12:00:00,63,107,32,13,36,33,0,0,0,1,0,0,0,0,285
2023-02-01 12:15:00,48,95,34,13,23,21,0,0,0,2,0,0,0,0,236
2023-02-01 12:30:00,48,70,14,17,8,24,0,0,0,0,0,0,0,0,181
2023-02-01 12:45:00,49,81,17,17,12,18,0,0,0,1,0,0,0,0,195
2023-02-01 13:00:00,49,79,15,13,20,16,0,0,0,0,0,0,0,0,192
2023-02-01 13:15:00,27,28,8,6,4,9,0,0,0,0,0,0,0,0,82
2023-02-01 13:30:00,31,35,9,11,8,21,0,0,0,0,0,0,0,0,115
2023-02-01 13:45:00,22,39,10,10,4,13,0,0,0,1,0,0,0,0,99
2023-02-01 14:00:00,9,6,1,3,0,5,0,0,0,0,0,0,0,0,24
2023-02-02 11:30:00,89,47,0,22,32,24,0,0,0,0,1,0,0,0,215
2023-02-02 11:45:00,83,44,0,29,26,20,0,0,0,0,1,0,0,0,203
2023-02-02 12:00:00,92,57,0,28,30,24,0,0,0,0,1,0,0,0,232
2023-02-02 12:15:00,60,37,0,21,25,19,0,0,0,0,1,0,0,0,163
2023-02-02 12:30:00,84,49,0,30,33,13,0,0,0,0,1,0,0,0,210
2023-02-02 12:45:00,98,52,0,29,27,26,0,0,0,0,1,0,0,0,233
2023-02-02 13:00:00,77,41,0,22,28,14,0,0,0,0,1,0,0,0,183
2023-02-02 13:15:00,68,32,0,21,20,20,0,0,0,0,1,0,0,0,162
2023-02-02 13:30:00,85,39,0,23,30,30,0,0,0,0,1,0,0,0,208
2023-02-02 13:45:00,35,20,0,7,5,9,0,0,0,0,0,0,0,0,76
2023-02-02 14:00:00,14,5,0,3,2,1,0,0,0,0,0,0,0,0,25
2023-02-03 11:30:00,45,11,0,10,14,18,0,0,0,0,0,0,0,0,98
2023-02-03 11:45:00,51,14,0,14,9,14,0,0,0,0,0,0,0,0,102
2023-02-03 12:00:00,64,25,0,14,13,23,0,0,0,0,1,0,0,0,140
2023-02-03 12:15:00,61,18,0,16,13,18,0,0,0,0,1,0,0,0,127
2023-02-03 12:30:00,67,25,0,23,14,21,0,0,0,0,1,0,0,0,151
2023-02-03 12:45:00,44,26,0,12,11,14,0,0,0,0,1,0,0,0,108
2023-02-03 13:00:00,62,26,0,18,10,18,0,0,0,0,1,0,0,0,135
2023-02-03 13:15:00,69,19,0,14,12,13,0,0,0,0,1,0,0,0,128
2023-02-03 13:30:00,53,13,0,17,12,19,0,0,0,0,0,0,0,0,114
2023-02-03 13:45:00,35,6,0,12,8,8,0,0,0,0,0,0,0,0,69
2023-02-03 14:00:00,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2023-02-06 11:30:00,35,17,0,10,11,4,0,0,0,0,0,0,0,0,77
2023-02-06 11:45:00,29,20,0,8,6,6,0,0,0,0,0,0,0,0,69
2023-02-06 12:00:00,81,39,0,15,15,22,0,0,0,0,1,0,0,0,173
2023-02-06 12:15:00,81,29,0,21,15,20,0,0,0,0,1,0,0,0,167
2023-02-06 12:30:00,85,49,0,25,19,27,0,0,0,0,1,0,0,0,206
2023-02-06 12:45:00,28,17,0,9,13,4,0,0,0,0,0,0,0,0,71
2023-02-06 13:00:00,44,20,0,14,5,12,0,0,0,0,0,0,0,0,95
2023-02-06 13:15:00,40,9,0,13,8,12,0,0,0,0,0,0,0,0,82
2023-02-06 13:30:00,39,12,0,8,6,9,0,0,0,0,0,0,0,0,74
2023-02-06 13:45:00,28,21,0,5,5,3,0,0,0,0,0,0,0,0,62
2023-02-06 14:00:00,16,10,0,0,2,6,0,0,0,0,0,0,0,0,34
2023-02-07 11:30:00,43,34,18,20,8,12,0,0,0,2,0,0,0,0,137
2023-02-07 11:45:00,45,45,13,15,13,12,0,0,0,1,0,0,0,0,144
2023-02-07 12:00:00,56,48,15,22,19,20,0,0,0,1,3,0,0,0,184
2023-02-07 12:15:00,70,51,15,28,33,22,0,0,0,2,5,0,0,0,226
2023-02-07 12:30:00,45,40,20,19,21,19,0,0,0,4,9,0,0,0,177
2023-02-07 12:45:00,48,26,9,16,24,15,0,0,0,1,4,0,0,0,143
2023-02-07 13:00:00,58,30,13,15,15,21,0,0,0,3,7,0,0,0,162
2023-02-07 13:15:00,60,19,8,12,17,17,0,0,0,1,5,0,0,0,139
2023-02-07 13:30:00,29,32,7,7,5,8,0,0,0,1,4,0,0,0,93
2023-02-07 13:45:00,43,20,5,16,4,8,0,0,0,1,1,0,0,0,98
2023-02-07 14:00:00,13,7,3,7,4,4,0,0,0,1,1,0,0,0,40
2023-02-08 11:30:00,38,26,12,4,19,15,0,0,0,2,8,0,0,0,124
2023-02-08 11:45:00,51,36,20,10,19,18,0,0,0,5,14,0,0,0,173
2023-02-08 12:00:00,56,39,24,10,19,23,0,0,0,5,14,0,0,0,190
2023-02-08 12:15:00,37,33,22,14,13,18,0,0,0,5,12,0,0,0,154
2023-02-08 12:30:00,39,26,28,15,16,14,0,0,0,8,20,0,0,0,166
2023-02-08 12:45:00,42,29,20,10,13,13,0,0,0,4,12,0,0,0,143
2023-02-08 13:00:00,58,39,24,13,20,27,0,0,0,6,17,0,0,0,204
2023-02-08 13:15:00,31,28,13,8,7,8,0,0,0,3,7,0,0,0,105
2023-02-08 13:30:00,30,19,18,4,14,13,0,0,0,4,9,0,0,0,111
2023-02-08 13:45:00,10,12,5,2,4,4,0,0,0,1,3,0,0,0,41
2023-02-08 14:00:00,3,3,1,1,2,3,0,0,0,0,1,0,0,0,14
2023-02-09 11:30:00,46,37,0,10,12,8,0,0,0,0,1,0,0,0,114
2023-02-09 11:45:00,55,39,0,14,11,13,0,0,0,0,1,0,0,0,133
2023-02-09 12:00:00,69,54,0,20,13,18,0,0,0,0,1,0,0,0,175
2023-02-09 12:15:00,61,49,0,21,15,11,0,0,0,0,2,0,0,0,159
2023-02-09 12:30:00,73,73,0,35,13,13,0,0,0,0,1,0,0,0,208
2023-02-09 12:45:00,44,25,0,15,19,9,0,0,0,0,1,0,0,0,113
2023-02-09 13:00:00,64,50,0,20,9,19,0,0,0,0,1,0,0,0,163
2023-02-09 13:15:00,36,20,0,10,1,13,0,0,0,0,0,0,0,0,80
2023-02-09 13:30:00,69,53,0,17,10,6,0,0,0,0,1,0,0,0,156
2023-02-09 13:45:00,49,34,0,17,13,7,0,0,0,0,1,0,0,0,121
2023-02-09 14:00:00,10,1,0,4,1,4,0,0,0,0,0,0,0,0,20
2023-02-10 11:30:00,61,33,0,25,19,20,0,0,0,0,1,0,0,0,159
2023-02-10 11:45:00,29,17,0,3,8,8,0,0,0,0,0,0,0,0,65
2023-02-10 12:00:00,70,60,0,29,20,29,0,0,0,0,1,0,0,0,209
